UniProt_ID,mean_rank,weighted_mean_rank,rank_sd,n_predictors,Entry_name,p(LLPS),pLLPS_Class,TMD_count,Length,Protein_Name,leakage_any
Q99523,0.5042331241331585,0.5139774544565044,0.20393653437081397,18,SORT_HUMAN,0.39,Low,1.0,831.0,Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3),False
Q7Z3C6,0.5384695051421653,0.5137300402084123,0.2637487808955816,18,ATG9A_HUMAN,0.42,Medium,8.0,839.0,Autophagy-related protein 9A (APG9-like 1) (mATG9),False
Q8N114,0.5381164289526301,0.5136070113156911,0.37040384533700765,18,SHSA5_HUMAN,0.86,High,1.0,240.0,Protein shisa-5 (Putative NF-kappa-B-activating protein 120) (Scotin),False
Q6DD88,0.494933668857646,0.5132880778797754,0.21799270289644995,18,ATLA3_HUMAN,0.33,Low,2.0,541.0,Atlastin-3 (EC 3.6.5.-),False
P42262,0.5018021323496362,0.5126641447151107,0.2231952893158826,18,GRIA2_HUMAN,0.34,Low,5.0,883.0,"Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)",False
O43306,0.5266497180251799,0.5126381635947634,0.21371321321936382,18,ADCY6_HUMAN,0.41,Medium,12.0,1168.0,Adenylate cyclase type 6 (EC 4.6.1.1) (ATP pyrophosphate-lyase 6) (Adenylate cyclase type VI) (Adenylyl cyclase 6) (Ca(2+)-inhibitable adenylyl cyclase),True
Q13733,0.5167448797469553,0.5115086158266783,0.2543413064549261,18,AT1A4_HUMAN,0.22,Low,10.0,1029.0,Sodium/potassium-transporting ATPase subunit alpha-4 (Na(+)/K(+) ATPase alpha-4 subunit) (EC 7.2.2.13) (Sodium pump subunit alpha-4),False
O43581,0.4965348261418108,0.5093496788190996,0.27027708589009714,18,SYT7_HUMAN,0.61,Medium,1.0,403.0,Synaptotagmin-7 (IPCA-7) (Prostate cancer-associated protein 7) (Synaptotagmin VII) (SytVII),True
Q9HCF6,0.521961705492432,0.5070400762569933,0.24187372004236227,18,TRPM3_HUMAN,0.62,Medium,6.0,1732.0,Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2),False
Q13423,0.4934868318048472,0.5069969745455076,0.2501293936864565,18,NNTM_HUMAN,0.2,Low,14.0,1086.0,"NAD(P) transhydrogenase, mitochondrial (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)",True
Q14957,0.5264927832504573,0.5069183119249312,0.27218025467024237,18,NMDE3_HUMAN,0.82,High,4.0,1233.0,"Glutamate receptor ionotropic, NMDA 2C (GluN2C) (Glutamate [NMDA] receptor subunit epsilon-3) (N-methyl D-aspartate receptor subtype 2C) (NMDAR2C) (NR2C)",False
Q9Y639,0.5154430138400067,0.5063623257319154,0.24886506618550627,18,NPTN_HUMAN,0.44,Medium,1.0,398.0,Neuroplastin (Stromal cell-derived receptor 1) (SDR-1),True
Q8TEM1,0.500596711170878,0.5044614368485884,0.20065764563183247,18,PO210_HUMAN,0.31,Low,1.0,1887.0,Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa),True
Q8N9R8,0.5065204690166847,0.5019581790412682,0.2282166170352389,18,SCAI_HUMAN,0.29,Low,1.0,606.0,Protein SCAI (Suppressor of cancer cell invasion protein),True
O14763,0.5115954768657063,0.5013187507737475,0.27942457543054044,18,TR10B_HUMAN,0.93,High,1.0,440.0,Tumor necrosis factor receptor superfamily member 10B (Death receptor 5) (TNF-related apoptosis-inducing ligand receptor 2) (TRAIL receptor 2) (TRAIL-R2) (CD antigen CD262),False
P54289,0.48673539276952116,0.500356277707995,0.21454242737549895,18,CA2D1_HUMAN,0.18,Low,1.0,1103.0,Voltage-dependent calcium channel subunit alpha-2/delta-1 (Voltage-gated calcium channel subunit alpha-2/delta-1) [Cleaved into: Voltage-dependent calcium channel subunit alpha-2-1; Voltage-dependent calcium channel subunit delta-1],False
O95169,0.4942614059721521,0.500276367953596,0.35795812921428266,18,NDUB8_HUMAN,0.75,High,1.0,186.0,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (Complex I-ASHI) (CI-ASHI) (NADH-ubiquinone oxidoreductase ASHI subunit)",True
P49768,0.5136170864478005,0.49778918508616105,0.25335276217761704,18,PSN1_HUMAN,0.47,Medium,9.0,467.0,Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)],True
Q9NZJ7,0.5091437049781331,0.4971845253626656,0.2461211154880651,18,MTCH1_HUMAN,0.63,Medium,6.0,389.0,Mitochondrial carrier homolog 1 (Presenilin-associated protein),True
Q14318,0.4850935950545953,0.4949920999623602,0.27674139876169307,18,FKBP8_HUMAN,0.24,Low,1.0,412.0,Peptidyl-prolyl cis-trans isomerase FKBP8 (PPIase FKBP8) (EC 5.2.1.8) (38 kDa FK506-binding protein) (38 kDa FKBP) (FKBP-38) (hFKBP38) (FK506-binding protein 8) (FKBP-8) (FKBPR38) (Rotamase),True
Q9UKM7,0.5073183598747262,0.49452994758418184,0.23578987472898577,18,MA1B1_HUMAN,0.63,Medium,1.0,699.0,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)",False
Q7L0J3,0.5040105998767291,0.49380121287853806,0.23479349224064094,18,SV2A_HUMAN,0.18,Low,12.0,742.0,Synaptic vesicle glycoprotein 2A,True
P28288,0.4760486971765391,0.493667691704638,0.29491323733595703,18,ABCD3_HUMAN,0.19,Low,4.0,659.0,ATP-binding cassette sub-family D member 3 (70 kDa peroxisomal membrane protein) (PMP70),True
Q14DG7,0.48521297862175966,0.49053120423041774,0.21567404676570953,18,T132B_HUMAN,0.4,Low,1.0,1078.0,Transmembrane protein 132B,False
P20648,0.4924782255576623,0.4897147382234548,0.21390589040574942,18,ATP4A_HUMAN,0.29,Low,10.0,1035.0,Potassium-transporting ATPase alpha chain 1 (EC 7.2.2.19) (Gastric H(+)/K(+) ATPase subunit alpha) (Proton pump),False
Q9H2X9,0.49528658067954695,0.48854589878183874,0.19830060409691072,18,S12A5_HUMAN,0.64,Medium,12.0,1139.0,Solute carrier family 12 member 5 (Electroneutral potassium-chloride cotransporter 2) (K-Cl cotransporter 2) (hKCC2) (Neuronal K-Cl cotransporter),True
Q9H0C2,0.4749236083791397,0.48846597601200537,0.25732696408516254,18,ADT4_HUMAN,0.19,Low,6.0,315.0,"ADP/ATP translocase 4 (ADP,ATP carrier protein 4) (Adenine nucleotide translocator 4) (ANT 4) (Solute carrier family 25 member 31) (Sperm flagellar energy carrier protein)",True
P61266,0.47864135543883585,0.4858116210144243,0.318897236045815,18,STX1B_HUMAN,0.23,Low,1.0,288.0,Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2),True
Q9BQS7,0.4793585244421441,0.4856466521709512,0.23272979297551105,18,HEPH_HUMAN,0.28,Low,1.0,1158.0,Hephaestin (EC 1.-.-.-),False
Q8NHH9,0.4767963244986708,0.48462891665192115,0.187920610533096,18,ATLA2_HUMAN,0.22,Low,2.0,583.0,Atlastin-2 (EC 3.6.5.-) (ADP-ribosylation factor-like protein 6-interacting protein 2) (ARL-6-interacting protein 2) (Aip-2),True
P53007,0.4754197291502816,0.4837381655895473,0.26113504174303503,18,TXTP_HUMAN,0.13,Low,6.0,311.0,"Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)",True
P48169,0.4925789499853013,0.4835912669395163,0.20254489813851606,18,GBRA4_HUMAN,0.84,High,4.0,554.0,Gamma-aminobutyric acid receptor subunit alpha-4 (GABA(A) receptor subunit alpha-4),True
P54707,0.4739156504798036,0.48348006437360297,0.2796377347981751,18,AT12A_HUMAN,0.2,Low,10.0,1039.0,Potassium-transporting ATPase alpha chain 2 (EC 7.2.2.19) (Non-gastric H(+)/K(+) ATPase subunit alpha) (Proton pump),True
P13569,0.47525213468920374,0.4806816971930956,0.2449635832599207,18,CFTR_HUMAN,0.13,Low,12.0,1480.0,Cystic fibrosis transmembrane conductance regulator (CFTR) (ATP-binding cassette sub-family C member 7) (Channel conductance-controlling ATPase) (EC 5.6.1.6) (cAMP-dependent chloride channel),False
Q4G0T1,0.4872003873333811,0.4803906169056281,0.2478714723571716,17,SRCRM_HUMAN,0.4,Low,1.0,1027.0,Scavenger receptor cysteine-rich domain-containing protein SCART1,True
P48058,0.47752902400143654,0.4798154332101279,0.22594749178924578,18,GRIA4_HUMAN,0.38,Low,5.0,902.0,"Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic, AMPA 4) (GluA4)",False
Q00325,0.4758778970257571,0.4793614464165426,0.19048744029888584,18,MPCP_HUMAN,0.19,Low,6.0,362.0,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)",True
Q16790,0.49440207963796357,0.47918386374824146,0.2911556129882339,18,CAH9_HUMAN,0.83,High,1.0,459.0,Carbonic anhydrase 9 (EC 4.2.1.1) (Carbonate dehydratase IX) (Carbonic anhydrase IX) (CA-IX) (CAIX) (Membrane antigen MN) (P54/58N) (Renal cell carcinoma-associated antigen G250) (RCC-associated antigen G250) (pMW1),True
P27105,0.46423459920926713,0.47839311717716615,0.2259357364962373,18,STOM_HUMAN,0.21,Low,1.0,288.0,Erythrocyte band 7 integral membrane protein (Protein 7.2b) (Stomatin),True
P39656,0.4708032532196474,0.47797027812509424,0.20359255577285243,18,OST48_HUMAN,0.14,Low,1.0,456.0,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit (DDOST 48 kDa subunit) (Oligosaccharyl transferase 48 kDa subunit),True
Q02978,0.4589409819992361,0.4774094360146558,0.2572172091723452,18,M2OM_HUMAN,0.29,Low,6.0,314.0,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11),True
P08908,0.4707828409301355,0.4773599466857564,0.24426398835172333,17,5HT1A_HUMAN,0.45,Medium,7.0,422.0,5-hydroxytryptamine receptor 1A (5-HT-1A) (5-HT1A) (G-21) (Serotonin receptor 1A),True
Q6P9B9,0.4891685479503066,0.4745726479027573,0.2528820052288958,18,INT5_HUMAN,0.76,High,3.0,1019.0,Integrator complex subunit 5 (Int5),False
P63027,0.4878814156357819,0.47439717293243866,0.30429631571118837,17,VAMP2_HUMAN,0.4,Low,1.0,116.0,Vesicle-associated membrane protein 2 (VAMP-2) (Synaptobrevin-2),False
Q96HS1,0.4696659883319189,0.473258779113481,0.2595133692576042,18,PGAM5_HUMAN,0.39,Low,1.0,289.0,"Serine/threonine-protein phosphatase PGAM5, mitochondrial (EC 3.1.3.16) (Bcl-XL-binding protein v68) (Phosphoglycerate mutase family member 5)",True
Q9UBS5,0.5004153560545149,0.4720227959354838,0.28767104320268194,18,GABR1_HUMAN,0.32,Low,7.0,961.0,Gamma-aminobutyric acid type B receptor subunit 1 (GABA-B receptor 1) (GABA-B-R1) (GABA-BR1) (GABABR1) (Gb1),True
Q9NZA1,0.4607952849990214,0.47174006628631093,0.2511789867298647,18,CLIC5_HUMAN,0.49,Medium,1.0,410.0,Chloride intracellular channel protein 5,True
P40967,0.47307947393466154,0.47098125655202083,0.2690115671022419,18,PMEL_HUMAN,0.68,Medium,1.0,661.0,Melanocyte protein PMEL (ME20-M) (ME20M) (Melanocyte protein Pmel 17) (Melanocytes lineage-specific antigen GP100) (Melanoma-associated ME20 antigen) (P1) (P100) (Premelanosome protein) (Silver locus protein homolog) [Cleaved into: M-alpha (95 kDa melanocyte-specific secreted glycoprotein) (P26) (Secreted melanoma-associated ME20 antigen) (ME20-S) (ME20S); M-beta],True
P98194,0.46502627409443864,0.47096214858930613,0.18520009492035194,18,AT2C1_HUMAN,0.18,Low,10.0,919.0,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1),True
O95140,0.46055514985569546,0.46933665506390565,0.25337706380516817,18,MFN2_HUMAN,0.17,Low,2.0,757.0,Mitofusin-2 (EC 3.6.5.-) (Transmembrane GTPase MFN2),True
P18627,0.4975826453411289,0.4690355768667926,0.28984936053166804,18,LAG3_HUMAN,0.89,High,1.0,525.0,Lymphocyte activation gene 3 protein (LAG-3) (CD antigen CD223) [Cleaved into: Secreted lymphocyte activation gene 3 protein (sLAG-3)],False
Q969P0,0.468900807597517,0.4684597507629231,0.23190137454026574,18,IGSF8_HUMAN,0.32,Low,1.0,613.0,Immunoglobulin superfamily member 8 (IgSF8) (CD81 partner 3) (Glu-Trp-Ile EWI motif-containing protein 2) (EWI-2) (Keratinocytes-associated transmembrane protein 4) (KCT-4) (LIR-D1) (Prostaglandin regulatory-like protein) (PGRL) (CD antigen CD316),True
Q9NTI2,0.4710509494525889,0.468441057585984,0.19695231485115783,18,AT8A2_HUMAN,0.16,Low,10.0,1188.0,Phospholipid-transporting ATPase IB (EC 7.6.2.1) (ATPase class I type 8A member 2) (ML-1) (P4-ATPase flippase complex alpha subunit ATP8A2),True
Q9NZ45,0.4562225368262039,0.46713453703201113,0.3481241119945671,17,CISD1_HUMAN,0.19,Low,1.0,108.0,CDGSH iron-sulfur domain-containing protein 1 (MitoNEET),False
P56180,0.47658415918314856,0.4668998246625907,0.2932944027040111,18,TPTE_HUMAN,0.23,Low,3.0,551.0,Putative tyrosine-protein phosphatase TPTE (EC 3.1.3.48) (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5),True
Q96TA2,0.4431405935120333,0.46656342236192155,0.2586445200102479,18,YMEL1_HUMAN,0.42,Medium,1.0,773.0,ATP-dependent zinc metalloprotease YME1L1 (EC 3.4.24.-) (ATP-dependent metalloprotease FtsH1) (Meg-4) (Presenilin-associated metalloprotease) (PAMP) (YME1-like protein 1),True
Q9Y696,0.4321077262354078,0.46595733535810435,0.3341157476140131,18,CLIC4_HUMAN,0.23,Low,1.0,253.0,Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1),True
Q03518,0.4873647674096444,0.46572552723336136,0.2483791840437449,18,TAP1_HUMAN,0.4,Low,10.0,808.0,Antigen peptide transporter 1 (APT1) (ATP-binding cassette sub-family B member 2) (Peptide supply factor 1) (Peptide transporter PSF1) (PSF-1) (Peptide transporter TAP1) (Peptide transporter involved in antigen processing 1) (Really interesting new gene 4 protein),True
P36897,0.4508421526582464,0.46310071063336083,0.2224512939521438,18,TGFR1_HUMAN,0.22,Low,1.0,503.0,TGF-beta receptor type-1 (TGFR-1) (EC 2.7.11.30) (Activin A receptor type II-like protein kinase of 53kD) (Activin receptor-like kinase 5) (ALK-5) (ALK5) (Serine/threonine-protein kinase receptor R4) (SKR4) (TGF-beta type I receptor) (Transforming growth factor-beta receptor type I) (TGF-beta receptor type I) (TbetaR-I),False
Q9Y2Q0,0.4580073031202195,0.46144370977619753,0.2151614017790795,18,AT8A1_HUMAN,0.17,Low,10.0,1164.0,Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),False
O75880,0.44806665152844793,0.4613020221853121,0.24667396911471295,18,SCO1_HUMAN,0.67,Medium,1.0,301.0,"Protein SCO1 homolog, mitochondrial",True
P35613,0.45094676697840846,0.46021502140590564,0.2195532681561455,18,BASI_HUMAN,0.29,Low,1.0,385.0,Basigin (5F7) (Collagenase stimulatory factor) (Extracellular matrix metalloproteinase inducer) (EMMPRIN) (Leukocyte activation antigen M6) (OK blood group antigen) (Tumor cell-derived collagenase stimulatory factor) (TCSF) (CD antigen CD147),True
O95139,0.4615171567722837,0.45967143178394937,0.345693780601123,17,NDUB6_HUMAN,0.46,Medium,1.0,128.0,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 (Complex I-B17) (CI-B17) (NADH-ubiquinone oxidoreductase B17 subunit),True
P51648,0.4453653846725941,0.4562392920988202,0.22094737887517804,18,AL3A2_HUMAN,0.2,Low,1.0,485.0,Aldehyde dehydrogenase family 3 member A2 (EC 1.2.1.3) (EC 1.2.1.94) (Aldehyde dehydrogenase 10) (Fatty aldehyde dehydrogenase) (Microsomal aldehyde dehydrogenase),True
Q96A57,0.4554784571772084,0.455632785705004,0.31540309181781095,17,TM230_HUMAN,0.35,Low,2.0,120.0,Transmembrane protein 230,True
P08172,0.4640158687751382,0.4546423123483374,0.217186827977449,18,ACM2_HUMAN,0.82,High,7.0,466.0,Muscarinic acetylcholine receptor M2,False
Q8NBU5,0.4379215167187155,0.4538160285310713,0.28576291987205515,18,ATAD1_HUMAN,0.2,Low,1.0,361.0,ATPase family AAA domain-containing protein 1 (EC 3.6.1.3) (Thorase),True
P23786,0.43905276196826126,0.45232232592293375,0.23193683660287834,18,CPT2_HUMAN,0.31,Low,1.0,658.0,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",False
Q8NE86,0.46200768179415036,0.4517303427208813,0.237163360516371,18,MCU_HUMAN,0.32,Low,2.0,351.0,"Calcium uniporter protein, mitochondrial (HsMCU) (Coiled-coil domain-containing protein 109A)",True
Q9H6L5,0.4715005755739334,0.4516773556883329,0.27752130387418256,17,RETR1_HUMAN,0.97,High,4.0,497.0,Reticulophagy regulator 1 (Reticulophagy receptor 1),False
Q15836,0.44491286553507575,0.4507352493702002,0.3274719585391703,17,VAMP3_HUMAN,0.14,Low,1.0,100.0,Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3),True
Q13018,0.44812092429383554,0.4500545353462073,0.20817079903395086,18,PLA2R_HUMAN,0.19,Low,1.0,1463.0,Secretory phospholipase A2 receptor (PLA2-R) (PLA2R) (180 kDa secretory phospholipase A2 receptor) (C-type lectin domain family 13 member C) (M-type receptor) [Cleaved into: Soluble secretory phospholipase A2 receptor (Soluble PLA2-R) (Soluble PLA2R)],False
P14415,0.4469363958817803,0.4495678348559195,0.25713543673781014,18,AT1B2_HUMAN,0.13,Low,1.0,290.0,Sodium/potassium-transporting ATPase subunit beta-2 (Adhesion molecule in glia) (AMOG) (Sodium/potassium-dependent ATPase subunit beta-2),True
Q9UKU0,0.4434214053463743,0.44936060065778305,0.20830998588009675,18,ACSL6_HUMAN,0.25,Low,1.0,697.0,Long-chain-fatty-acid--CoA ligase 6 (EC 6.2.1.3) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 6) (LACS 6),True
Q9H228,0.4870385251978605,0.44853617651270306,0.3309275584251827,18,S1PR5_HUMAN,0.69,Medium,7.0,398.0,Sphingosine 1-phosphate receptor 5 (S1P receptor 5) (S1P5) (Endothelial differentiation G-protein-coupled receptor 8) (Sphingosine 1-phosphate receptor Edg-8) (S1P receptor Edg-8),True
Q99075,0.45272401092511316,0.44617613612155327,0.2594804267950537,18,HBEGF_HUMAN,0.67,Medium,1.0,208.0,Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor (HB-EGF) (HBEGF) (Diphtheria toxin receptor) (DT-R)],True
P01876,0.4420111979357814,0.4460574548973991,0.2691911655521604,17,IGHA1_HUMAN,0.73,High,1.0,353.0,Immunoglobulin heavy constant alpha 1 (Ig alpha-1 chain C region) (Ig alpha-1 chain C region BUR) (Ig alpha-1 chain C region TRO),True
Q6P1M0,0.4356248643458758,0.44502169775715245,0.2820499287473437,18,S27A4_HUMAN,0.14,Low,2.0,643.0,Long-chain fatty acid transport protein 4 (FATP-4) (Fatty acid transport protein 4) (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain-fatty-acid--CoA ligase) (Solute carrier family 27 member 4) (Very long-chain acyl-CoA synthetase 4) (ACSVL4) (EC 6.2.1.-),False
P55084,0.41134697478671123,0.44463544224393825,0.28158693035442334,18,ECHB_HUMAN,0.22,Low,1.0,474.0,"Trifunctional enzyme subunit beta, mitochondrial (TP-beta) [Includes: 3-ketoacyl-CoA thiolase (EC 2.3.1.155) (EC 2.3.1.16) (Acetyl-CoA acyltransferase) (Beta-ketothiolase)]",True
O75396,0.4319984373149326,0.44219812399198405,0.29759453584919066,18,SC22B_HUMAN,0.16,Low,1.0,215.0,Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1),True
Q9Y624,0.4407692867950006,0.4419730722774678,0.2280201255405323,18,JAM1_HUMAN,0.18,Low,1.0,299.0,Junctional adhesion molecule A (JAM-A) (Junctional adhesion molecule 1) (JAM-1) (Platelet F11 receptor) (Platelet adhesion molecule 1) (PAM-1) (CD antigen CD321),False
Q9P0L9,0.4653645320135251,0.44057887613345553,0.26744003086462026,18,PK2L1_HUMAN,0.48,Medium,7.0,805.0,Polycystic kidney disease 2-like 1 protein (Polycystin-2 homolog) (Polycystin-2L1) (Polycystin-L) (Polycystin-L1),True
P31431,0.4317114569018767,0.44044754694287286,0.288834383351656,18,SDC4_HUMAN,1.0,High,1.0,198.0,Syndecan-4 (SYND4) (Amphiglycan) (Ryudocan core protein),False
Q8WXF7,0.436523392733474,0.4402329199653087,0.19765815590365785,18,ATLA1_HUMAN,0.21,Low,2.0,558.0,Atlastin-1 (EC 3.6.5.-) (Brain-specific GTP-binding protein) (GTP-binding protein 3) (GBP-3) (hGBP3) (Guanine nucleotide-binding protein 3) (Spastic paraplegia 3 protein A),False
O60733,0.4356207212250055,0.43931937235628576,0.20799065211278392,18,PLPL9_HUMAN,0.38,Low,2.0,806.0,85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (2-lysophosphatidylcholine acylhydrolase) (EC 3.1.1.5) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9),False
Q6UXV4,0.43661117718815745,0.43767563370271506,0.27404910375665,18,MIC27_HUMAN,0.35,Low,2.0,268.0,MICOS complex subunit MIC27 (Apolipoprotein O-like) (Protein FAM121A),True
P07550,0.42962720240039354,0.43756767834730226,0.22288067773861484,18,ADRB2_HUMAN,0.26,Low,7.0,413.0,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor) (Beta-2 adrenoceptor),False
Q50LG9,0.46580856486384026,0.437383271018321,0.26961140000745126,18,LRC24_HUMAN,0.44,Medium,1.0,513.0,Leucine-rich repeat-containing protein 24,True
O75477,0.431758911493776,0.4358327238055534,0.25324590947705666,18,ERLN1_HUMAN,0.13,Low,1.0,348.0,Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1),True
Q5VU65,0.4383614445086967,0.43487369096146977,0.2400914096188151,18,P210L_HUMAN,0.12,Low,1.0,1888.0,Nuclear pore membrane glycoprotein 210-like (Nucleoporin 210 kDa-like) (Nucleoporin Nup210-like),True
Q9Y2A7,0.42256862932809586,0.4344826155829488,0.2635044960629603,18,NCKP1_HUMAN,0.21,Low,1.0,1128.0,Nck-associated protein 1 (NAP 1) (Membrane-associated protein HEM-2) (p125Nap1),True
O75899,0.449604544334632,0.43322831390812,0.2152514518534471,18,GABR2_HUMAN,0.38,Low,7.0,941.0,Gamma-aminobutyric acid type B receptor subunit 2 (GABA-B receptor 2) (GABA-B-R2) (GABA-BR2) (GABABR2) (Gb2) (G-protein coupled receptor 51) (HG20),True
Q9NUT2,0.45191088862677475,0.4322628039316476,0.19278424755026236,17,MITOS_HUMAN,0.19,Low,3.0,735.0,"Mitochondrial potassium channel ATP-binding subunit (ATP-binding cassette sub-family B member 8, mitochondrial) (ABCB8) (Mitochondrial ATP-binding cassette 1) (M-ABC1) (Mitochondrial sulfonylurea-receptor) (MITOSUR)",True
O14925,0.43110618125618794,0.43039158096897623,0.27690389357599227,18,TIM23_HUMAN,0.32,Low,3.0,209.0,Mitochondrial import inner membrane translocase subunit Tim23,True
A0FGR9,0.44429019133194014,0.42966917729980936,0.22165277827839858,18,ESYT3_HUMAN,0.32,Low,2.0,886.0,Extended synaptotagmin-3 (E-Syt3) (Chr3Syt),True
Q9H330,0.4586914534704449,0.4288409148007563,0.2759848408998423,18,TM245_HUMAN,0.29,Low,14.0,879.0,Transmembrane protein 245 (Protein CG-2),True
Q93050,0.4389054282702011,0.42804894073919364,0.20519197828206556,18,VPP1_HUMAN,0.17,Low,8.0,837.0,V-type proton ATPase 116 kDa subunit a1 (V-ATPase 116 kDa subunit a1) (Clathrin-coated vesicle/synaptic vesicle proton pump 116 kDa subunit) (Vacuolar adenosine triphosphatase subunit Ac116) (Vacuolar proton pump subunit 1) (Vacuolar proton translocating ATPase 116 kDa subunit a isoform 1),True
Q9UBL9,0.433278899264068,0.4277434378950313,0.23654858391543027,18,P2RX2_HUMAN,0.22,Low,2.0,471.0,P2X purinoceptor 2 (P2X2) (ATP receptor) (Purinergic receptor),False
P43628,0.4453240139797184,0.42718384188554065,0.28710582811583757,18,KI2L3_HUMAN,0.76,High,1.0,341.0,Killer cell immunoglobulin-like receptor 2DL3 (CD158 antigen-like family member B2) (KIR-023GB) (Killer inhibitory receptor cl 2-3) (MHC class I NK cell receptor) (NKAT2a) (NKAT2b) (Natural killer-associated transcript 2) (NKAT-2) (p58 natural killer cell receptor clone CL-6) (p58 NK receptor CL-6) (p58.2 MHC class-I-specific NK receptor) (CD antigen CD158b2),True
Q15005,0.4144877366471144,0.4269073118367111,0.2518454014890734,18,SPCS2_HUMAN,0.42,Medium,2.0,226.0,Signal peptidase complex subunit 2 (EC 3.4.-.-) (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit),True
Q8TB68,0.4554429232392271,0.4257446590591633,0.3389670795405556,18,PRR7_HUMAN,0.98,High,1.0,274.0,Proline-rich protein 7 (Synaptic proline-rich membrane protein),True
P21397,0.41325281459661306,0.42385490964459155,0.21839835480052772,18,AOFA_HUMAN,0.14,Low,1.0,527.0,Amine oxidase [flavin-containing] A (EC 1.4.3.4) (Monoamine oxidase type A) (MAO-A),True
P51798,0.4456456343345166,0.42376993563117304,0.21595611649443525,18,CLCN7_HUMAN,0.22,Low,17.0,805.0,H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7),False
Q9Y5M8,0.4062306669234452,0.42336579858537,0.21623111646738813,18,SRPRB_HUMAN,0.36,Low,1.0,271.0,Signal recognition particle receptor subunit beta (SR-beta) (Protein APMCF1),True
Q6NUK1,0.40018413455804414,0.4223533406819742,0.22145792343505896,18,SCMC1_HUMAN,0.17,Low,6.0,477.0,Calcium-binding mitochondrial carrier protein SCaMC-1 (Mitochondrial ATP-Mg/Pi carrier protein 1) (Mitochondrial Ca(2+)-dependent solute carrier protein 1) (Small calcium-binding mitochondrial carrier protein 1) (Solute carrier family 25 member 24),False
